id,cluster,entropy,turbulence,transitions
683,type 4,0.340929858357647,4.41259845382743,1
684,type 3,0.356650471575569,3.71937153415147,2
685,type 1,0.21695679408822,3.16220118545164,2
686,type 1,0.0815649357620124,2,1
687,type 1,0.181432261960644,2.44214272944144,1
688,type 1,0.136698050715568,2.21266088331867,1
689,type 4,0,1,0
690,type 1,0.136698050715568,2.21266088331867,1
691,type 1,0.21695679408822,3.16220118545164,2
692,type 1,0.0815649357620124,2,1
693,type 1,0.0815649357620124,2,1
694,type 1,0.162488237864537,3,2
695,type 1,0.270736167232985,3.33750089880782,2
696,type 1,0.270736167232985,3.33750089880782,2
697,type 3,0.46866359758194,4.82225379843694,3
698,type 1,0.0815649357620124,2,1
699,type 3,0.350328974383813,3.70968898075413,2
700,type 1,0.0815649357620124,2,1
701,type 2,0.542750918624139,5.36055486039397,3
702,type 3,0.457641478021406,4.80242262651537,3
703,type 4,0.0815649357620124,2,1
704,type 3,0.455950025137056,4.40230919443592,2
705,type 2,0.542750918624139,5.36055486039397,3
706,type 1,0.181432261960644,2.44214272944144,1
707,type 1,0.0815649357620124,2,1
708,type 1,0.162488237864537,3,2
709,type 3,0.314065492438533,3.52006272592806,2
710,type 1,0.0815649357620124,2,1
711,type 1,0.21695679408822,3.16220118545164,2
712,type 3,0.518552518995529,5.03717754886954,3
713,type 1,0.0815649357620124,2,1
714,type 2,0.548797001844277,5.66690411425733,2
715,type 1,0.21695679408822,3.16220118545164,2
716,type 1,0.0815649357620124,2,1
717,type 1,0.181432261960644,2.44214272944144,1
718,type 3,0.376119161532783,4.45414766068238,3
719,type 4,0,1,0
720,type 3,0.46866359758194,4.82225379843694,3
721,type 1,0.0815649357620124,2,1
722,type 1,0.0815649357620124,2,1
723,type 3,0.356650471575569,3.71937153415147,2
724,type 4,0.219155792935046,2.69131448189349,1
725,type 1,0.0815649357620124,2,1
726,type 1,0.270736167232985,3.33750089880782,2
727,type 1,0.261001822254378,3.33006430996604,2
728,type 3,0.447503454740376,4.37144823073116,2
729,type 1,0.136698050715568,2.21266088331867,1
730,type 1,0.0815649357620124,2,1
731,type 3,0.46888860739498,4.60277377683762,2
732,type 1,0.136698050715568,2.21266088331867,1
733,type 1,0.162488237864537,3,2
734,type 3,0.314065492438533,3.52006272592806,2
735,type 1,0.21695679408822,3.16220118545164,2
736,type 3,0.42211694589383,4.1457880955608,2
737,type 3,0.426817568262608,4.15890359535106,2
738,type 1,0.0815649357620124,2,1
739,type 1,0.21695679408822,3.16220118545164,2
740,type 2,0.512524277171969,5.72771880594439,3
741,type 1,0.0815649357620124,2,1
742,type 4,0,1,0
743,type 3,0.298009650268171,3.5032381032867,2
744,type 1,0.314065492438533,3.52006272592806,2
745,type 1,0.0815649357620124,2,1
746,type 1,0.270736167232985,3.33750089880782,2
747,type 1,0.296526354381955,4.14855654050828,3
748,type 2,0.500904889304807,4.92246339952898,2
749,type 1,0.0815649357620124,2,1
750,type 1,0.181432261960644,2.44214272944144,1
751,type 1,0.136698050715568,2.21266088331867,1
752,type 1,0.0815649357620124,2,1
753,type 1,0.136698050715568,2.21266088331867,1
754,type 1,0.0815649357620124,2,1
755,type 1,0.136698050715568,2.21266088331867,1
756,type 1,0.339855679587503,4.30021195470333,3
757,type 1,0.0815649357620124,2,1
758,type 1,0.21695679408822,3.16220118545164,2
759,type 2,0.517713091661141,5.19222366855109,2
760,type 3,0.314065492438533,3.52006272592806,2
761,type 3,0.427663107552391,4.63523570720238,3
762,type 1,0.298009650268171,3.5032381032867,2
763,type 1,0.136698050715568,2.21266088331867,1
764,type 1,0.136698050715568,2.21266088331867,1
765,type 1,0.0815649357620124,2,1
766,type 3,0.298009650268171,3.5032381032867,2
767,type 1,0.162488237864537,3,2
768,type 1,0.162488237864537,3,2
769,type 2,0.32365681966673,3.97819562968165,1
770,type 3,0.314065492438533,3.52006272592806,2
771,type 4,0,1,0
772,type 2,0.455950025137056,4.40230919443592,2
773,type 3,0.455950025137056,4.40230919443592,2
774,type 1,0.181432261960644,2.44214272944144,1
775,type 1,0.261001822254378,3.33006430996604,2
776,type 3,0.542750918624139,5.36055486039397,3
777,type 1,0.136698050715568,2.21266088331867,1
778,type 1,0.0815649357620124,2,1
779,type 3,0.261001822254378,3.33006430996604,2
780,type 1,0.0815649357620124,2,1
781,type 1,0.0815649357620124,2,1
782,type 1,0.136698050715568,2.21266088331867,1
783,type 1,0.136698050715568,2.21266088331867,1
784,type 1,0.21695679408822,3.16220118545164,2
785,type 1,0.457641478021406,4.80242262651537,3
786,type 4,0,1,0
787,type 3,0.392175003703145,4.46970247487723,3
788,type 3,0.376119161532783,4.45414766068238,3
789,type 2,0.463794866009501,4.71452213449007,2
790,type 3,0.483027986867953,4.96927348436774,3
791,type 1,0.350328974383813,3.70968898075413,2
792,type 2,0.429620255950891,4.31163883549586,2
793,type 1,0.0815649357620124,2,1
794,type 1,0.181432261960644,2.44214272944144,1
795,type 1,0.136698050715568,2.21266088331867,1
796,type 1,0.181432261960644,2.44214272944144,1
797,type 3,0.356650471575569,3.71937153415147,2
798,type 3,0.381116455864281,3.90578465838235,2
799,type 4,0,1,0
800,type 1,0.21695679408822,3.16220118545164,2
801,type 1,0.443718949722753,4.6528835730218,3
802,type 1,0.0815649357620124,2,1
803,type 1,0.298009650268171,3.5032381032867,2
804,type 2,0.492427102894119,5.19222366855109,2
805,type 2,0.492427102894119,5.19222366855109,2
806,type 1,0.0815649357620124,2,1
807,type 3,0.381116455864281,3.90578465838235,2
808,type 3,0.261001822254378,3.33006430996604,2
809,type 1,0.136698050715568,2.21266088331867,1
810,type 1,0.136698050715568,2.21266088331867,1
811,type 2,0.251462998580061,2.96384033670458,1
812,type 2,0.531155668506185,5.45795722398584,2
813,type 1,0.279279910128661,3.26449981483829,1
814,type 1,0.279279910128661,3.26449981483829,1
815,type 1,0.0815649357620124,2,1
816,type 3,0.350328974383813,3.70968898075413,2
817,type 4,0,1,0
818,type 2,0.522200935881143,5.28982034885674,3
819,type 1,0.162488237864537,3,2
820,type 1,0.136698050715568,2.21266088331867,1
821,type 1,0.21695679408822,3.16220118545164,2
822,type 1,0.162488237864537,3,2
823,type 2,0.564475467872424,6.20577020038903,2
824,type 4,0,1,0
825,type 3,0.427663107552391,4.63523570720238,3
826,type 1,0.181432261960644,2.44214272944144,1
827,type 1,0.392175003703145,4.46970247487723,3
828,type 1,0.298009650268171,3.5032381032867,2
829,type 1,0.162488237864537,3,2
830,type 1,0.296526354381955,4.14855654050828,3
831,type 2,0.548681217067907,5.91132284192378,2
832,type 3,0.447503454740376,4.37144823073116,2
833,type 3,0.42211694589383,4.1457880955608,2
834,type 1,0.0815649357620124,2,1
835,type 1,0.0815649357620124,2,1
836,type 1,0.296526354381955,4.14855654050828,3
837,type 1,0.0815649357620124,2,1
838,type 2,0.573001697825517,6.13644280851783,4
839,type 1,0.314065492438533,3.52006272592806,2
840,type 1,0.181432261960644,2.44214272944144,1
841,type 1,0.0815649357620124,2,1
842,type 1,0.21695679408822,3.16220118545164,2
843,type 4,0.47620016258286,4.90026765341478,2
844,type 1,0.136698050715568,2.21266088331867,1
845,type 3,0.350328974383813,3.70968898075413,2
846,type 2,0.536677583236408,5.43493705671655,3
847,type 1,0.0815649357620124,2,1
848,type 1,0.0815649357620124,2,1
849,type 1,0.219155792935046,2.69131448189349,1
850,type 1,0.21695679408822,3.16220118545164,2
851,type 3,0.298009650268171,3.5032381032867,2
852,type 1,0.242746981237189,4,3
853,type 1,0.296526354381955,4.14855654050828,3
854,type 4,0.181432261960644,2.44214272944144,1
855,type 3,0.376119161532783,4.45414766068238,3
856,type 1,0.21695679408822,3.16220118545164,2
857,type 1,0.136698050715568,2.21266088331867,1
858,type 1,0.219155792935046,2.69131448189349,1
859,type 3,0.350328974383813,3.70968898075413,2
860,type 1,0.0815649357620124,2,1
861,type 2,0.303206312380177,3.59968400642792,1
862,type 1,0.21695679408822,3.16220118545164,2
863,type 2,0,1,0
864,type 1,0.21695679408822,3.16220118545164,2
865,type 1,0.136698050715568,2.21266088331867,1
866,type 1,0.162488237864537,3,2
867,type 1,0.0815649357620124,2,1
868,type 4,0.455950025137056,4.81018096613637,3
869,type 3,0.484196257020611,5.01663184360379,3
870,type 1,0.219155792935046,2.69131448189349,1
871,type 1,0.270736167232985,3.33750089880782,2
872,type 1,0.136698050715568,2.21266088331867,1
873,type 1,0.261001822254378,3.33006430996604,2
874,type 1,0.181432261960644,2.44214272944144,1
875,type 4,0,1,0
876,type 1,0.136698050715568,2.21266088331867,1
877,type 2,0.531155668506185,5.45795722398584,2
878,type 1,0.136698050715568,2.21266088331867,1
879,type 3,0.455950025137056,4.40230919443592,2
880,type 1,0.162488237864537,3,2
881,type 1,0.219155792935046,2.69131448189349,1
882,type 1,0.219155792935046,2.69131448189349,1
883,type 1,0.136698050715568,2.21266088331867,1
884,type 4,0,1,0
885,type 1,0.447463609867521,4.83565857199171,2
886,type 1,0.136698050715568,2.21266088331867,1
887,type 3,0.251462998580061,2.96384033670458,1
888,type 1,0.181432261960644,2.44214272944144,1
889,type 1,0.270736167232985,3.33750089880782,2
890,type 1,0.136698050715568,2.21266088331867,1
891,type 1,0.181432261960644,2.44214272944144,1
892,type 1,0.298009650268171,3.5032381032867,2
893,type 1,0.314065492438533,3.52006272592806,2
894,type 1,0.0815649357620124,2,1
895,type 3,0.298009650268171,3.5032381032867,2
896,type 1,0.314065492438533,3.52006272592806,2
897,type 1,0.21695679408822,3.16220118545164,2
898,type 3,0.381116455864281,3.90578465838235,2
899,type 1,0.0815649357620124,2,1
900,type 1,0.34959002456611,4.30718150951818,3
901,type 1,0.0815649357620124,2,1
902,type 1,0.0815649357620124,2,1
903,type 1,0.162488237864537,3,2
904,type 1,0.0815649357620124,2,1
905,type 1,0.136698050715568,2.21266088331867,1
906,type 1,0.392138575424814,3.92806610575836,2
907,type 1,0.219155792935046,2.69131448189349,1
908,type 1,0.21695679408822,3.16220118545164,2
909,type 1,0.21695679408822,3.16220118545164,2
910,type 1,0.270736167232985,3.33750089880782,2
911,type 1,0.219155792935046,2.69131448189349,1
912,type 1,0.181432261960644,2.44214272944144,1
913,type 1,0.298009650268171,3.5032381032867,2
914,type 1,0.381116455864281,3.90578465838235,2
915,type 1,0.136698050715568,2.21266088331867,1
916,type 4,0.251462998580061,2.96384033670458,1
917,type 2,0.47620016258286,4.90026765341478,2
918,type 4,0,1,0
919,type 1,0.181432261960644,2.44214272944144,1
920,type 1,0.480450308992709,4.657566249678,2
921,type 1,0.181432261960644,2.44214272944144,1
922,type 1,0.136698050715568,2.21266088331867,1
923,type 1,0.181432261960644,2.44214272944144,1
924,type 1,0.136698050715568,2.21266088331867,1
925,type 1,0.136698050715568,2.21266088331867,1
926,type 4,0,1,0
927,type 4,0,1,0
928,type 1,0.181432261960644,2.44214272944144,1
929,type 1,0.136698050715568,2.21266088331867,1
930,type 3,0.381116455864281,3.90578465838235,2
931,type 1,0.21695679408822,3.16220118545164,2
932,type 1,0.0815649357620124,2,1
933,type 1,0.381116455864281,3.90578465838235,2
934,type 1,0.136698050715568,2.21266088331867,1
935,type 2,0.613147192765458,10.3487281542311,2
936,type 1,0.0815649357620124,2,1
937,type 1,0.136698050715568,2.21266088331867,1
938,type 2,0.517713091661141,5.98767325032457,4
939,type 1,0.181432261960644,2.44214272944144,1
940,type 1,0.136698050715568,2.21266088331867,1
941,type 3,0.251462998580061,2.96384033670458,1
942,type 1,0.251462998580061,2.96384033670458,1
943,type 3,0.298009650268171,3.5032381032867,2
944,type 1,0.298009650268171,3.5032381032867,2
945,type 4,0.0815649357620124,2,1
946,type 1,0.407348878305394,4.10714216766132,2
947,type 2,0.32365681966673,3.97819562968165,1
948,type 1,0.427663107552391,4.63523570720238,3
949,type 4,0,1,0
950,type 3,0.392175003703145,4.46970247487723,3
951,type 2,0.379731334537302,4.04494740605398,2
952,type 1,0.298009650268171,3.5032381032867,2
953,type 1,0.0815649357620124,2,1
954,type 3,0.532030683290648,5.19627958101732,3
955,type 1,0.0815649357620124,2,1
956,type 1,0.0815649357620124,2,1
957,type 1,0.251462998580061,2.96384033670458,1
958,type 2,0.415722741929312,4.40230919443592,2
959,type 1,0.298009650268171,3.5032381032867,2
960,type 4,0,1,0
961,type 3,0.392175003703145,4.46970247487723,3
962,type 1,0.136698050715568,2.21266088331867,1
963,type 3,0.350328974383813,3.70968898075413,2
964,type 1,0.0815649357620124,2,1
965,type 3,0.261001822254378,3.33006430996604,2
966,type 1,0.314065492438533,3.52006272592806,2
967,type 1,0.270736167232985,3.33750089880782,2
968,type 1,0.314065492438533,3.52006272592806,2
969,type 1,0.314065492438533,3.52006272592806,2
970,type 4,0,1,0
971,type 4,0.0815649357620124,2,1
972,type 4,0,1,0
973,type 3,0.314065492438533,3.52006272592806,2
974,type 1,0.0815649357620124,2,1
975,type 4,0.303206312380177,3.59968400642792,1
976,type 1,0.181432261960644,2.44214272944144,1
977,type 1,0.136698050715568,2.21266088331867,1
978,type 4,0.136698050715568,2.21266088331867,1
979,type 1,0.136698050715568,2.21266088331867,1
980,type 1,0.136698050715568,2.21266088331867,1
981,type 3,0.392138575424814,3.92806610575836,2
982,type 1,0.162488237864537,3,2
983,type 1,0.181432261960644,2.44214272944144,1
984,type 3,0.350328974383813,3.70968898075413,2
985,type 3,0.455950025137056,4.40230919443592,2
986,type 3,0.392138575424814,3.92806610575836,2
987,type 1,0.136698050715568,2.21266088331867,1
988,type 1,0.0815649357620124,2,1
989,type 1,0.136698050715568,2.21266088331867,1
990,type 1,0.136698050715568,2.21266088331867,1
991,type 1,0.136698050715568,2.21266088331867,1
992,type 1,0.136698050715568,2.21266088331867,1
993,type 1,0.136698050715568,2.21266088331867,1
994,type 1,0.298009650268171,3.5032381032867,2
995,type 1,0.0815649357620124,2,1
996,type 1,0.136698050715568,2.21266088331867,1
997,type 1,0.162488237864537,3,2
998,type 1,0.162488237864537,3,2
999,type 3,0.427663107552391,4.63523570720238,3
1000,type 4,0,1,0
1001,type 4,0.136698050715568,2.21266088331867,1
1002,type 1,0.261001822254378,3.33006430996604,2
1003,type 1,0.219155792935046,2.69131448189349,1
1004,type 4,0.0815649357620124,2,1
1005,type 1,0.21695679408822,3.16220118545164,2
1006,type 4,0,1,0
1007,type 4,0,1,0
1008,type 1,0.136698050715568,2.21266088331867,1
1009,type 2,0.366766730012296,5.53458897820604,1
1010,type 4,0,1,0
1011,type 1,0.21695679408822,3.16220118545164,2
1012,type 4,0,1,0
1013,type 3,0.251462998580061,2.96384033670458,1
1014,type 1,0.162488237864537,3,2
1015,type 1,0.261001822254378,3.33006430996604,2
1016,type 3,0.42211694589383,4.1457880955608,2
1017,type 1,0.484719439752302,4.84236137188552,3
1018,type 3,0.480450308992709,4.657566249678,2
1019,type 4,0,1,0
1020,type 3,0.484719439752302,5.43434767419868,4
1021,type 4,0.385611641059996,8.62205181945638,1
1022,type 3,0.407348878305394,4.10714216766132,2
1023,type 1,0.270736167232985,3.33750089880782,2
1024,type 1,0.21695679408822,3.16220118545164,2
1025,type 1,0.136698050715568,2.21266088331867,1
1026,type 4,0.136698050715568,2.21266088331867,1
1027,type 1,0.0815649357620124,2,1
1028,type 4,0,1,0
1029,type 1,0.270736167232985,3.33750089880782,2
1030,type 1,0.136698050715568,2.21266088331867,1
1031,type 1,0.136698050715568,2.21266088331867,1
1032,type 1,0.270736167232985,3.33750089880782,2
1033,type 3,0.497796054456388,5.00282604407876,3
1034,type 1,0.136698050715568,2.21266088331867,1
1035,type 1,0.0815649357620124,2,1
1036,type 3,0.329572509844673,3.68102522250199,2
1037,type 1,0.242746981237189,4,3
1038,type 3,0.350328974383813,3.70968898075413,2
1039,type 1,0.21695679408822,3.16220118545164,2
1040,type 1,0.21695679408822,3.16220118545164,2
1041,type 2,0.501153051108831,5.06332593536883,2
1042,type 1,0.136698050715568,2.21266088331867,1
1043,type 2,0.485707906806919,5.06332593536883,2
1044,type 1,0.0815649357620124,2,1
1045,type 1,0.136698050715568,2.21266088331867,1
1046,type 1,0.136698050715568,2.21266088331867,1
1047,type 3,0.42211694589383,4.1457880955608,2
1048,type 3,0.392138575424814,3.92806610575836,2
1049,type 3,0.381116455864281,3.90578465838235,2
1050,type 4,0,1,0
1051,type 3,0.433984604744146,4.64403265543954,3
1052,type 1,0.0815649357620124,2,1
1053,type 1,0.270736167232985,3.33750089880782,2
1054,type 1,0.162488237864537,3,2
1055,type 1,0.0815649357620124,2,1
1056,type 1,0.0815649357620124,2,1
1057,type 4,0,1,0
1058,type 1,0.261001822254378,3.33006430996604,2
1059,type 1,0.181432261960644,2.44214272944144,1
1060,type 1,0.261001822254378,3.33006430996604,2
1061,type 1,0.136698050715568,2.21266088331867,1
1062,type 1,0.162488237864537,3,2
1063,type 2,0.486676403753567,4.83565857199171,2
1064,type 3,0.55805856824977,5.41975065290187,3
1065,type 1,0.261001822254378,3.33006430996604,2
1066,type 1,0.21695679408822,3.16220118545164,2
1067,type 1,0.162488237864537,3,2
1068,type 1,0.181432261960644,2.44214272944144,1
1069,type 1,0.136698050715568,2.21266088331867,1
1070,type 1,0.298009650268171,3.5032381032867,2
1071,type 1,0.21695679408822,3.16220118545164,2
1072,type 4,0.279279910128661,3.26449981483829,1
1073,type 2,0,1,0
1074,type 3,0.356614043297238,3.86222829239561,2
1075,type 1,0.181432261960644,2.44214272944144,1
1076,type 1,0.181432261960644,2.44214272944144,1
1077,type 1,0.381116455864281,3.90578465838235,2
1078,type 1,0.0815649357620124,2,1
1079,type 1,0.21695679408822,3.16220118545164,2
1080,type 1,0.443718949722753,4.6528835730218,3
1081,type 1,0.296526354381955,4.14855654050828,3
1082,type 3,0.457641478021406,5.53388334774959,4
1083,type 1,0.136698050715568,2.21266088331867,1
1084,type 1,0.261001822254378,3.33006430996604,2
1085,type 1,0.181432261960644,2.44214272944144,1
1086,type 3,0.392138575424814,3.92806610575836,2
1087,type 1,0.181432261960644,2.44214272944144,1
1088,type 3,0.356650471575569,3.71937153415147,2
1089,type 1,0.392138575424814,3.92806610575836,2
1090,type 4,0.0815649357620124,2,1
1091,type 1,0.136698050715568,2.21266088331867,1
1092,type 1,0.270736167232985,3.33750089880782,2
1093,type 1,0.136698050715568,2.21266088331867,1
1094,type 1,0.136698050715568,2.21266088331867,1
1095,type 2,0.573001697825517,5.68429652565327,3
1096,type 1,0.261001822254378,3.33006430996604,2
1097,type 1,0.219155792935046,2.69131448189349,1
1098,type 1,0.0815649357620124,2,1
1099,type 3,0.457641478021406,4.80242262651537,3
1100,type 1,0.162488237864537,3,2
1101,type 1,0.21695679408822,3.16220118545164,2
1102,type 1,0.162488237864537,3,2
1103,type 3,0.314065492438533,3.52006272592806,2
1104,type 1,0.136698050715568,2.21266088331867,1
1105,type 1,0.0815649357620124,2,1
1106,type 1,0.21695679408822,3.8073549220576,3
1107,type 1,0.0815649357620124,2,1
1108,type 1,0.0815649357620124,2,1
1109,type 3,0.392175003703145,5.72841529080228,5
1110,type 3,0.356650471575569,3.71937153415147,2
1111,type 4,0,1,0
1112,type 1,0.136698050715568,2.21266088331867,1
1113,type 1,0.136698050715568,2.21266088331867,1
1114,type 1,0.136698050715568,2.21266088331867,1
1115,type 1,0.21695679408822,3.16220118545164,2
1116,type 1,0.136698050715568,2.21266088331867,1
1117,type 1,0.136698050715568,2.21266088331867,1
1118,type 1,0.21695679408822,3.16220118545164,2
1119,type 1,0.0815649357620124,2,1
1120,type 1,0.136698050715568,2.21266088331867,1
1121,type 4,0,1,0
1122,type 1,0.21695679408822,3.16220118545164,2
1123,type 4,0,1,0
1124,type 1,0.0815649357620124,2,1
1125,type 1,0.0815649357620124,2,1
1126,type 4,0,1,0
1127,type 1,0.270736167232985,3.33750089880782,2
1128,type 1,0.0815649357620124,2,1
1129,type 1,0.162488237864537,3,2
1130,type 1,0.21695679408822,3.16220118545164,2
1131,type 1,0.181432261960644,2.44214272944144,1
1132,type 1,0.261001822254378,3.33006430996604,2
1133,type 1,0.136698050715568,2.21266088331867,1
1134,type 1,0.0815649357620124,2,1
1135,type 1,0.181432261960644,2.44214272944144,1
1136,type 1,0.181432261960644,2.44214272944144,1
1137,type 3,0.279279910128661,3.26449981483829,1
1138,type 1,0.181432261960644,2.44214272944144,1
1139,type 1,0.21695679408822,3.16220118545164,2
1140,type 1,0.181432261960644,2.44214272944144,1
1141,type 1,0.136698050715568,2.21266088331867,1
1142,type 3,0.427663107552391,4.63523570720238,3
1143,type 2,0.399335928229289,4.22633152287135,2
1144,type 2,0.501153051108831,5.06332593536883,2
1145,type 1,0.21695679408822,3.16220118545164,2
1146,type 1,0.136698050715568,2.21266088331867,1
1147,type 4,0.219155792935046,2.69131448189349,1
1148,type 1,0.136698050715568,2.21266088331867,1
1149,type 3,0.455950025137056,4.40230919443592,2
1150,type 1,0.162488237864537,3,2
1151,type 1,0.136698050715568,2.21266088331867,1
1152,type 1,0.162488237864537,3,2
1153,type 1,0.181432261960644,2.44214272944144,1
1154,type 1,0.136698050715568,2.21266088331867,1
1155,type 1,0.136698050715568,2.21266088331867,1
1156,type 3,0.261001822254378,3.33006430996604,2
1157,type 1,0.181432261960644,2.44214272944144,1
1158,type 1,0.21695679408822,3.16220118545164,2
1159,type 3,0.546798750879084,5.23562824849314,3
1160,type 1,0.181432261960644,2.44214272944144,1
1161,type 1,0.162488237864537,3,2
1162,type 1,0.296526354381955,4.14855654050828,3
1163,type 1,0.181432261960644,2.44214272944144,1
1164,type 3,0.350328974383813,3.70968898075413,2
1165,type 1,0.181432261960644,2.44214272944144,1
1166,type 3,0.532030683290648,5.19627958101732,3
1167,type 1,0.181432261960644,2.44214272944144,1
1168,type 1,0.162488237864537,3,2
1169,type 1,0.0815649357620124,2,1
1170,type 1,0.21695679408822,3.16220118545164,2
1171,type 1,0.162488237864537,3,2
1172,type 1,0.162488237864537,3,2
1173,type 1,0.457641478021406,4.80242262651537,3
1174,type 1,0.314065492438533,4.11453643157578,3
1175,type 3,0.427663107552391,5.26001749363637,4
1176,type 1,0.34959002456611,4.30718150951818,3
1177,type 3,0.314065492438533,3.52006272592806,2
1178,type 1,0.21695679408822,3.16220118545164,2
1179,type 1,0.136698050715568,2.21266088331867,1
1180,type 1,0.136698050715568,2.21266088331867,1
1181,type 3,0.34959002456611,4.30718150951818,3
1182,type 1,0.0815649357620124,2,1
1183,type 3,0.34959002456611,4.30718150951818,3
1184,type 4,0.329572509844673,3.68102522250199,2
1185,type 1,0.181432261960644,2.44214272944144,1
1186,type 1,0.219155792935046,2.69131448189349,1
1187,type 3,0.298009650268171,3.5032381032867,2
1188,type 3,0.447503454740376,4.37144823073116,2
1189,type 1,0.350328974383813,3.70968898075413,2
1190,type 1,0.181432261960644,2.44214272944144,1
1191,type 1,0.136698050715568,2.21266088331867,1
1192,type 2,0.590527246387239,5.92036388388679,3
1193,type 4,0,1,0
1194,type 4,0.0815649357620124,2,1
1195,type 1,0.270736167232985,3.33750089880782,2
1196,type 1,0.270736167232985,3.33750089880782,2
1197,type 2,0.522200935881143,5.28982034885674,3
1198,type 3,0.433984604744146,4.64403265543954,3
1199,type 1,0.433139065454364,4.76355980417792,3
1200,type 3,0.502496676825167,5.01418590624331,3
1201,type 1,0.136698050715568,2.21266088331867,1
1202,type 1,0.162488237864537,3,2
1203,type 1,0.261001822254378,3.33006430996604,2
1204,type 1,0.136698050715568,2.21266088331867,1
1205,type 1,0.136698050715568,2.21266088331867,1
1206,type 1,0.136698050715568,2.21266088331867,1
1207,type 1,0.270736167232985,3.33750089880782,2
1208,type 3,0.339855679587503,4.30021195470333,3
1209,type 1,0.136698050715568,2.21266088331867,1
1210,type 1,0.0815649357620124,2,1
1211,type 1,0.298009650268171,3.5032381032867,2
1212,type 1,0.181432261960644,2.44214272944144,1
1213,type 1,0.181432261960644,2.44214272944144,1
1214,type 3,0.376119161532783,4.45414766068238,3
1215,type 3,0.480450308992709,4.657566249678,2
1216,type 1,0.136698050715568,2.21266088331867,1
1217,type 1,0.136698050715568,2.21266088331867,1
1218,type 3,0.350328974383813,3.70968898075413,2
1219,type 3,0.279279910128661,3.26449981483829,1
1220,type 1,0.136698050715568,2.21266088331867,1
1221,type 3,0.443718949722753,5.26001749363637,4
1222,type 3,0.356650471575569,3.71937153415147,2
1223,type 1,0.181432261960644,2.44214272944144,1
1224,type 1,0.261001822254378,3.33006430996604,2
1225,type 1,0.251462998580061,2.96384033670458,1
1226,type 3,0.392175003703145,4.46970247487723,3
1227,type 1,0.181432261960644,2.44214272944144,1
1228,type 2,0.666132717363202,7.24833568858873,4
1229,type 1,0.314065492438533,3.52006272592806,2
1230,type 1,0.136698050715568,2.21266088331867,1
1231,type 1,0.136698050715568,2.21266088331867,1
1232,type 1,0.162488237864537,3,2
1233,type 1,0.21695679408822,3.16220118545164,2
1234,type 4,0,1,0
1235,type 1,0.261001822254378,3.33006430996604,2
1236,type 1,0.181432261960644,2.44214272944144,1
1237,type 1,0.181432261960644,2.44214272944144,1
1238,type 1,0.181432261960644,2.44214272944144,1
1239,type 1,0.136698050715568,2.21266088331867,1
1240,type 1,0.261001822254378,3.33006430996604,2
1241,type 1,0.21695679408822,3.16220118545164,2
1242,type 1,0.162488237864537,3,2
1243,type 1,0.136698050715568,2.21266088331867,1
1244,type 1,0.0815649357620124,2,1
1245,type 1,0.162488237864537,3,2
1246,type 4,0,1,0
1247,type 1,0.136698050715568,2.21266088331867,1
1248,type 3,0.329572509844673,3.68102522250199,2
1249,type 1,0.261001822254378,3.33006430996604,2
1250,type 1,0.21695679408822,3.16220118545164,2
1251,type 3,0.507765968533758,4.96790637029015,2
1252,type 2,0.543015086689717,7.89267673638882,4
1253,type 1,0.136698050715568,2.21266088331867,1
1254,type 1,0.162488237864537,3,2
1255,type 1,0.136698050715568,2.21266088331867,1
1256,type 1,0.136698050715568,2.21266088331867,1
1257,type 1,0.484719439752302,4.84236137188552,3
1258,type 3,0.478397942560547,5.43434767419868,4
1259,type 2,0.619846066099429,5.8991473979771,3
1260,type 1,0.21695679408822,3.16220118545164,2
1261,type 1,0.21695679408822,3.16220118545164,2
1262,type 1,0.298009650268171,3.5032381032867,2
1263,type 1,0.0815649357620124,2,1
1264,type 1,0.314065492438533,3.52006272592806,2
1265,type 1,0.162488237864537,3,2
1266,type 1,0.21695679408822,3.16220118545164,2
1267,type 3,0.376119161532783,4.45414766068238,3
1268,type 1,0.0815649357620124,2,1
1269,type 1,0.136698050715568,2.21266088331867,1
1270,type 4,0,1,0
1271,type 2,0.589601583250682,7.07570965982466,2
1272,type 2,0.415722741929312,4.40230919443592,2
1273,type 1,0.136698050715568,2.21266088331867,1
1274,type 1,0.162488237864537,3,2
1275,type 1,0.296526354381955,4.14855654050828,3
1276,type 1,0.136698050715568,2.21266088331867,1
1277,type 1,0.21695679408822,3.16220118545164,2
1278,type 1,0.21695679408822,3.16220118545164,2
1279,type 1,0.219155792935046,2.69131448189349,1
1280,type 1,0.181432261960644,2.44214272944144,1
1281,type 1,0.270736167232985,3.33750089880782,2
1282,type 1,0.242746981237189,4,3
1283,type 1,0.181432261960644,2.44214272944144,1
1284,type 1,0.0815649357620124,2,1
1285,type 3,0.339855679587503,4.30021195470333,3
1286,type 1,0.162488237864537,3,2
1287,type 1,0.21695679408822,3.16220118545164,2
1288,type 1,0.0815649357620124,2,1
1289,type 1,0.162488237864537,3,2
1290,type 1,0.136698050715568,2.21266088331867,1
1291,type 4,0.136698050715568,2.21266088331867,1
1292,type 1,0.181432261960644,2.44214272944144,1
1293,type 4,0.0815649357620124,2,1
1294,type 1,0.21695679408822,3.16220118545164,2
1295,type 1,0.261001822254378,3.33006430996604,2
1296,type 1,0.21695679408822,3.16220118545164,2
1297,type 1,0.0815649357620124,2,1
